"SFM1H" "SFM2H" "SFM3H" "MEL1H" "MEL2H" "MEL3H"
"comp1799_seq1" 12.54 11.87 10.67 6.62 6.56 4.77
"comp31229_seq0" 0 1 0 2 0 0
"comp4107_seq1" 361.74 275.15 459.28 447.3 603.44 401.79
"comp25078_seq0" 11 14 2 7 12 3
"comp37557_seq0" 0 5 1 0 0 48
"comp8_seq11" 1031.68 776.7 1342.43 584.14 1567.53 720.14
"comp45209_seq0" 1 1 0 1 1 0
"comp276_seq6" 2087.9 3021.63 2242.12 1428.3 2256.48 1662.29
"comp53617_seq0" 0 1 0 1 0 2
"comp1374_seq0" 145 174 283.66 91.49 131 121
"comp49726_seq0" 0 0 0 2 4 1
"comp35517_seq0" 5 0 3 3 15 4
"comp49870_seq0" 0 0 0 0 0 0
"comp22089_seq1" 18 9 18 14 13 33
"comp50363_seq0" 0 0 2 0 0 0
"comp39027_seq0" 0 0 0 8 2 0
"comp22263_seq0" 1 4 5 1 9 6
"comp14702_seq1" 60 25 36 108 106 84
"comp20957_seq0" 20 11 3 9 10 5
"comp2275_seq0" 741.18 126.79 629.4 303.5 288.68 122.18
"comp53644_seq0" 0 0 0 0 0 0
"comp49494_seq0" 0 1 2 0 0 0
"comp3934_seq0" 42 34.91 64.93 44 30 24
"comp12245_seq0" 1 1 0 3 0 5
"comp4106_seq3" 474.11 424.44 567.92 401.22 398.66 350.08
"comp4628_seq0" 5 4 5 0 7 1
"comp14359_seq0" 84 61 39 43 39 60
"comp11917_seq0" 10 2 20 14 5 8
"comp18912_seq0" 1 0 0 4 5 2
"comp56192_seq0" 0 0 0 0 0 0
"comp3903_seq0" 12 35 53 16 42 6
"comp21305_seq0" 3 0 3 0 1 0
"comp41182_seq0" 4 0 8 0 2 1
"comp48187_seq0" 0 0 0 0 1 0
"comp46216_seq0" 2 2 0 0 0 0
"comp31674_seq0" 0 0 3 6 4 3
"comp35147_seq0" 1 0 0 0 1 1
"comp41863_seq0" 0 0 0 0 0 0
"comp15256_seq0" 9 33 13 16 21 23
"comp5129_seq0" 32.47 42.49 33.37 24.09 14.75 19.42
"comp24962_seq0" 10 36 2 30 49 20
"comp40998_seq0" 4 1 1 3 3 3
"comp29676_seq0" 12 3 5 14 8 2
"comp2452_seq0" 308 211 229 362.01 345 374
"comp39183_seq0" 0 0 0 4 13 1
"comp51601_seq0" 0 1 0 0 3 0
"comp244_seq0" 2173.74 2444.06 2074.84 1366.01 1702.23 983.8
"comp50566_seq0" 0 2 0 0 1 3
"comp27571_seq0" 2 0 0 3 3 0
"comp5966_seq0" 3 1 2 2 2 1
"comp29363_seq1" 0 0 4 1 0 3
"comp39862_seq0" 1.08 0 4.17 9.12 5.22 0
"comp10220_seq2" 12.19 26.25 0 21.5 22.73 8.92
"comp52911_seq0" 1 0 0 0 0 2
"comp10641_seq0" 96 92 69 47 49 70
"comp46900_seq0" 0 0 2 5 0 3
"comp57717_seq0" 0 0 0 0 0 0
"comp18406_seq0" 23 22 20 18 20 24
"comp27818_seq0" 0 0 1 1 7 3
"comp111_seq0" 23693.37 20262.59 30919.54 20149.33 34862.24 18221.79
"comp24248_seq0" 3 5 6 1 2 0
"comp49050_seq0" 2 4 0 0 0 0
"comp30643_seq0" 2 1 12 1 7 3
"comp24537_seq0" 11 36 19 16 21 29
"comp25704_seq0" 0 1 3 1 0 0
"comp38609_seq0" 2 5 4 1 0 1
"comp30697_seq1" 2 6 0 2 3 1
"comp48023_seq0" 0 0 0 1 0 0
"comp9977_seq0" 12 13 17 14 19 15
"comp33364_seq0" 0 1 0 0 3 4
"comp19181_seq0" 3 5 7 6 5 15
"comp1778_seq1" 253.61 181.21 271.79 104.65 126.97 94.03
"comp22130_seq0" 45 10 6 19 2 10
"comp14424_seq0" 94 97 124 92 107 131
"comp36072_seq0" 0 0 0 1 0 2
"comp24316_seq0" 1 2 4 3 0 0
"comp10474_seq0" 75 77 64 74 81 64
"comp58939_seq0" 0 0 0 1 0 0
"comp7718_seq0" 117 97 79 117.03 76.57 110
"comp11933_seq0" 183 139 200 141 132 126
"comp6014_seq0" 56 82 102 68 120 72
"comp25219_seq0" 8 2 0 41 16 32
"comp2438_seq0" 314 338 301 317 317 393
"comp49783_seq0" 2 0 0 2 1 1
"comp10890_seq0" 13 16 30 20 20 25
"comp22168_seq0" 7 13 14 5 13 62
"comp15531_seq0" 38 11 29 33 17 36
"comp32875_seq0" 0 0 0 0 0 0
"comp14796_seq0" 22 15 13 28 30 16
"comp24002_seq0" 1 0 0 2 5 0
"comp35533_seq0" 0 0 4 2 0 0
"comp1389_seq0" 771 553 818 1085 846 1424
"comp21124_seq0" 17 12 5 7 13 8
"comp12789_seq0" 17 24 29 30 38 52
"comp6968_seq0" 84 84 185 155 150 388.01
"comp19978_seq0" 9 10 4 2 7 2
"comp31931_seq0" 1 0 0 4 3 0
"comp16380_seq0" 10 14 9 64 109 39
"comp33404_seq0" 2 0 0 0 0 0
"comp6051_seq0" 39 15 30 36 51 53
"comp29735_seq0" 3 5 1 2 6 2
"comp28115_seq0" 1 1 2 2 2 1
"comp53471_seq0" 0 0 0 0 0 0
"comp24513_seq0" 3 9 19 12 16 3
"comp50403_seq0" 0 0 0 0 0 9
"comp5184_seq1" 324 197 246 451 439 332
"comp46060_seq0" 0 0 0 0 0 0
"comp39288_seq0" 0 2 0 0 0 1
"comp58449_seq0" 0 0 0 1 0 0
"comp11443_seq0" 75 72 84 97 75 106
"comp14165_seq0" 22 13 15 58 45 59
"comp46348_seq0" 0 0 0 0 2 0
"comp46038_seq0" 0 0 0 0 1 0
"comp18563_seq0" 5 23 6 12 15 21
"comp39126_seq0" 0 2 3 0 3 0
"comp51569_seq0" 1 0 0 1 0 1
"comp35046_seq0" 0 0 1 0 5 6
"comp57272_seq0" 2 2 1 2 0 0
"comp3387_seq1" 423 439 525 422 504 602
"comp38561_seq0" 0 0 5 2 2 1
"comp48086_seq0" 0 0 0 0 2 0
"comp36852_seq0" 0 0 0 0 6 0
"comp57894_seq0" 0 1 0 0 0 0
"comp45747_seq0" 0 0 0 4 0 1
"comp31441_seq0" 0 0 0 1 1 1
"comp8002_seq2" 7.92 0 3.4 15.64 11.71 9.34
"comp38787_seq0" 0 0 4 0 0 0
"comp31782_seq0" 0 0 0 0 0 0
"comp35336_seq0" 0 0 0 1 0 0
"comp4801_seq0" 199 152 244 252 321 312
"comp28545_seq0" 3 0 0 16 9 8
"comp57470_seq0" 0 0 0 0 0 0
"comp57733_seq0" 0 1 0 0 0 0
"comp16808_seq0" 8 8 3 5 15 8
"comp4034_seq1" 32 34 20 43 42 49
"comp24143_seq0" 22 10 14 11 9 12
"comp32055_seq0" 0 0 1 0 0 0
"comp21465_seq0" 8.16 3 3.21 3.45 3.19 7.14
"comp34239_seq0" 0 0 0 0 0 0
"comp47754_seq0" 0 0 0 0 0 0
"comp49993_seq0" 0 0 0 0 0 0
"comp16754_seq0" 3 3 2 6 6 3
"comp58976_seq0" 0 0 0 0 0 0
"comp3882_seq5" 8.1 47 10 40 48 40
"comp47808_seq0" 0 2 0 0 0 0
"comp8453_seq1" 182 208.59 241.02 212.16 123.75 160.74
"comp11884_seq0" 125 1 7 31 75 42
"comp14986_seq0" 30 15 7 14 5 34
"comp45714_seq0" 1 0 0 0 1 3
"comp7314_seq1" 245.06 68.56 392.55 93.47 241.73 64.29
"comp54297_seq0" 1 3 0 1 2 0
"comp55120_seq0" 0 2 0 0 0 1
"comp17038_seq0" 8 18 8 17 25 43
"comp59040_seq0" 0 0 0 0 0 0
"comp17348_seq0" 11 7 10 20 17 25
"comp44466_seq0" 1 0 1 0 0 0
"comp6924_seq0" 65 66 95 70 99 63
"comp30634_seq0" 0 0 0 0 0 0
"comp17060_seq0" 13 6 0 4 6 4
"comp26910_seq0" 4 11.97 4.97 12.2 6.09 35.28
"comp712_seq0" 503 582 630 493 592 746
"comp48324_seq0" 0 0 0 3 0 1
"comp33063_seq0" 7 3 2 4 4 5
"comp12999_seq0" 32 29 50 62 74 46
"comp47380_seq0" 1 0 0 0 2 0
"comp54809_seq0" 0 0 0 0 0 2
"comp315_seq1" 59 0 0 14 55 6
"comp50064_seq0" 0 3 0 2 0 0
"comp39648_seq0" 5 0 0 0 0 3
"comp15592_seq0" 11 35 14 20 8 37
"comp9046_seq0" 48.73 85.52 21.56 42.3 40.2 64
"comp41315_seq0" 0 0 0 0 0 0
"comp26206_seq0" 3 12 9 2 4 6
"comp43654_seq0" 1 0 0 0 5 3
"comp2153_seq0" 82.86 43.73 73.61 37.14 22.86 70.64
"comp53633_seq0" 1 0 0 3 0 0
"comp3618_seq1" 0 11.11 1.03 1.03 21.54 0
"comp20330_seq1" 14 25 10 30 75 33
"comp35379_seq0" 0 0 0 1 0 0
"comp50815_seq0" 1 2 0 1 0 0
"comp27259_seq0" 12 6 7 6 2 15
"comp1855_seq1" 190.84 267.53 287.16 123.13 358.55 134.95
"comp30188_seq0" 3 0 1 7 2 10
"comp34276_seq0" 0 1 1 4 2 4
"comp2628_seq2" 129.53 127.48 92.5 154.11 145.48 174.1
"comp43381_seq0" 2 0 7 0 4 0
"comp20368_seq1" 21 35 27 16 35 29
"comp31992_seq0" 6 0 3 1 0 0
"comp38997_seq0" 0 0 0 1 0 0
"comp21527_seq0" 9 8 6 2 10 7
"comp28522_seq0" 2 2 0 2 2 1
"comp30226_seq0" 6 1 6 25 10 12
"comp38705_seq0" 1 2 2 7 6 0
"comp3207_seq0" 157 171 148 140 171 156
"comp21268_seq0" 1 1 6 1 0 0
"comp41824_seq0" 0 0 0 0 0 0
"comp44926_seq0" 1 0 0 5 0 0
"comp28437_seq0" 3 7 7 4 8 4
"comp21432_seq0" 1 0 0 0 1 5
"comp55051_seq0" 0 0 0 0 0 0
"comp20028_seq1" 6.99 3 7 3 11.99 11
"comp33526_seq0" 1 0 0 0 0 3
"comp1549_seq0" 340.51 560.02 284.96 134.39 127.1 125.28
"comp51456_seq0" 0 0 0 0 4 0
"comp12000_seq0" 147.31 101.14 123.01 93.43 88.23 56.27
"comp40976_seq0" 1 0 0 0 1 0
"comp37718_seq0" 0 0 0 1 2 5
"comp21230_seq0" 3 8 10 3 0 3
"comp56675_seq0" 1 0 0 2 0 0
"comp18651_seq0" 10 5 4 10 6 37
"comp35804_seq0" 0 7 0 0 0 0
"comp4526_seq1" 305.63 274.52 301.21 337 392.98 317.66
"comp338_seq6" 37.27 168.18 39.92 36.52 17.84 26.9
"comp12855_seq1" 44.5 27 41 35 47 77
"comp2842_seq0" 57 51 78 44 98 63
"comp4530_seq5" 31.61 18.52 35.23 37.91 41.12 47.6
"comp38653_seq0" 11 0 2 8 3 4
"comp285_seq0" 4062.94 3678.32 3110.57 5525.41 5482.33 6700.07
"comp14132_seq0" 16 19 38 11 15 15
"comp42830_seq0" 1 6 4 0 0 0
"comp39485_seq0" 1 1 1 1 1 4
"comp13095_seq0" 81.28 77.46 68.45 81.04 78.13 100.96
"comp18384_seq0" 9 6 8 5 15 8
"comp50324_seq0" 3 2 0 1 0 0
"comp14506_seq0" 5 4 7 4 2 0
"comp42868_seq0" 0 0 0 1 0 0
"comp16052_seq1" 39 14 33 30 29 29
"comp29762_seq0" 0 1 4 1 2 0
"comp6565_seq1" 64 59 43 73 43.41 72.83
"comp15846_seq1" 64 64 63 77 81 64
"comp54374_seq0" 0 0 0 0 0 0
"comp22224_seq0" 3 24 3 2 4 2
"comp843_seq3" 87 92 49 110 65 112
"comp34301_seq0" 0 0 0 0 0 0
"comp48064_seq0" 0 0 0 3 2 11
"comp59028_seq0" 0 0 0 0 0 1
"comp33323_seq0" 0 0 0 0 0 0
"comp17320_seq0" 10 2 0 1 12 1
"comp7823_seq0" 26 13 14 8 2 14
"comp55518_seq0" 0 0 0 0 0 0
"comp1209_seq1" 91.31 62.53 196.5 113.42 106.37 78.31
"comp44843_seq0" 0 0 0 0 0 0
"comp47213_seq0" 0 0 0 2 0 0
"comp49657_seq0" 0 1 5 3 0 0
"comp21942_seq0" 2 28 9 4 0 6
"comp28947_seq0" 1 0 1 9 2 6
"comp9273_seq0" 20.1 7.27 88.99 24.64 13.52 18.04
"comp26371_seq0" 3 0 3 2 2 3
"comp55871_seq0" 0 0 0 0 0 0
"comp3285_seq0" 440 431 474 319 251 404
"comp52652_seq0" 1 1 1 0 0 0
"comp48815_seq0" 0 0 2 0 0 0
"comp6371_seq1" 207 159 223 202 203 198
"comp22636_seq0" 8 0 33 4 5 3
"comp29698_seq0" 7 0 2 2 5 1
"comp9497_seq0" 34 28 58 22 29 22
"comp55148_seq0" 0 0 1 0 3 0
"comp13321_seq0" 17 21 20 14 45 16
"comp11521_seq1" 29 20 35 56 52 57
"comp14303_seq0" 15 0 10 19 24 33
"comp40939_seq0" 2 2 4 2 0 3
"comp44484_seq0" 0 0 1 0 0 0
"comp36211_seq0" 4 2.38 8.33 8 2 1.05
"comp19723_seq0" 18 2 12 36 38 15
"comp45253_seq0" 5 2 3 4 1 1
"comp55234_seq0" 2 0 0 0 0 0
"comp39721_seq0" 1 1 0 4 3 0
"comp42729_seq0" 0 0 0 0 0 0
"comp16213_seq0" 9.44 8.08 0 6.04 9.97 0
"comp27108_seq0" 0 0 1 0 0 2
"comp14964_seq0" 46 29 0 107 63 83
"comp3712_seq1" 101.69 64.59 85.81 85.35 92.96 115.31
"comp11866_seq0" 70 28 39 84 65 89
"comp46320_seq0" 0 0 2 0 1 0
"comp33618_seq0" 0 0 6 1 5 2
"comp57558_seq0" 0 0 0 0 0 0
"comp4576_seq0" 51.96 18 67.04 14.4 50.77 22.1
"comp39407_seq0" 0 0 2 0 0 0
"comp28914_seq0" 1 2 0 0 0 0
"comp53010_seq0" 0 0 0 1 0 0
"comp25096_seq0" 1 9 4 3 0 0
"comp48403_seq0" 0 0 0 0 1 0
"comp6321_seq0" 10.8 9 42 15 13.29 9
"comp21491_seq0" 5 0 2 0 4 5
"comp21925_seq0" 10 3 6 11 24 22
"comp38595_seq0" 0 0 1 1 0 0
"comp34193_seq0" 0 0 0 0 4 3
"comp7954_seq1" 74 65 50 59 55 54
"comp36357_seq0" 1 2 2 6 6 23
"comp40449_seq0" 0 0 0 1 1 3
"comp35758_seq0" 0 1 0 0 2 4
"comp14191_seq0" 0 3.07 0 3.23 0 0
"comp22679_seq0" 11 5 13 31 17 14
"comp1563_seq1" 273 268 241 327.8 316 313
"comp18026_seq0" 9 1 13 1 1 1
"comp50086_seq0" 1 0 2 0 0 0
"comp33959_seq0" 1 3 2 0 3 2
"comp57011_seq0" 0 0 0 0 0 0
"comp55626_seq0" 0 0 0 1 0 2
"comp44559_seq0" 0 1 1 0 7 1
"comp9223_seq1" 8.35 9.68 0 0 0 2.75
"comp15702_seq0" 10 5 12 17 7 15
"comp5001_seq0" 49 33 156 91 87 46
"comp24220_seq0" 8 0 4 2 6 2
"comp52370_seq0" 1 0 0 1 0 0
"comp44793_seq0" 0 0 0 0 2 0
"comp16548_seq0" 23.54 25.77 50.11 29.15 20.39 33.68
"comp48363_seq0" 0 1 0 0 1 0
"comp17667_seq0" 16 13 12 6 16 112
"comp19786_seq0" 11 6 18 15 32 23
"comp28805_seq0" 1 0 3 1 0 1
"comp59205_seq0" 0 0 0 0 0 2
"comp33024_seq0" 3 1 1 12 2 2
"comp20270_seq0" 9 0 5 4 2 5
"comp3125_seq2" 388 288 376 442 484 530
"comp25197_seq0" 14 7 5 9 12 9
"comp9155_seq0" 70 29 44 64 135 89
"comp54853_seq0" 0 0 0 0 0 1
"comp41936_seq0" 0 0 0 0 0 1
"comp44834_seq0" 0 0 1 1 0 3
"comp56779_seq0" 0 0 0 0 0 0
"comp24422_seq0" 4 12 8 13 9 6
"comp1971_seq0" 0 0 70.03 48.63 0 36.62
"comp1813_seq0" 325 316 297 249 306 409
"comp43497_seq0" 0 0 7 0 0 0
"comp367_seq8" 41.64 21.12 30.84 13.05 37.56 5.04
"comp42642_seq0" 0 0 0 2 2 0
"comp1622_seq0" 436 295 582 435 484 444
"comp16118_seq0" 31 22 52 20 20 36
"comp2767_seq1" 194 84 201 157 114 110
"comp27203_seq0" 26.52 0 1.3 7.8 6.58 1.3
"comp23458_seq0" 0 0 1 1 0 0
"comp2327_seq0" 217 132 785 364 567 464
"comp58998_seq0" 0 2 0 0 0 0
"comp14004_seq0" 18 5 23 10 16 55
"comp45158_seq0" 0 1 0 0 4 3
"comp10869_seq0" 5 8 2 3 5 2
"comp50187_seq0" 1 1 0 0 0 1
"comp53266_seq0" 5 3 8 0 0 1
"comp6469_seq0" 119 102 51 17 43 40
"comp11122_seq0" 78 27 115 53 26 31
"comp18127_seq0" 16 18 10.04 16 10.13 22
"comp48566_seq0" 2 0 0 0 0 0
"comp38081_seq0" 6 2 3 18 3 1
"comp34298_seq0" 2 8 3 4 10 11
"comp45041_seq0" 0 0 1 0 0 0
"comp45331_seq0" 0 0 2 3 0 0
"comp20693_seq0" 21 30 13 13 54 21
"comp41446_seq0" 0 6 4 1 5 5
"comp37955_seq0" 0 0 1 11 3 0
"comp39715_seq1" 0 0 4 1 5 0
"comp55683_seq0" 0 0 0 0 0 2
"comp46099_seq0" 1 1 0 1 1 4
"comp46580_seq0" 0 1 0 1 5 0
"comp8041_seq0" 73.06 17 111 103 102.47 119.71
"comp1888_seq3" 642.58 565.38 568.83 548.6 589.17 635.63
"comp39367_seq0" 0 0 0 0 0 0
"comp4842_seq2" 219.75 279.97 355.9 162.46 169.19 201.53
"comp7788_seq2" 91.68 43.72 54.15 35.24 63.8 57.85
"comp54073_seq0" 0 0 0 0 0 0
"comp51590_seq0" 2 0 2 3 0 0
"comp8415_seq0" 91.44 82.88 193.08 10.49 56.69 33.72
"comp51089_seq0" 0 0 0 0 1 0
"comp32129_seq0" 5 0 0 1 0 0
"comp49121_seq0" 1 0 0 0 0 1
"comp50023_seq0" 10 3 8 5 18 3
"comp45392_seq0" 1 0 0 0 0 0
"comp11515_seq0" 16 19 17 20 11 14
"comp54119_seq0" 0 0 0 3 0 0
"comp6494_seq1" 46.1 115.47 83.78 95.05 25.83 95.62
"comp34461_seq0" 1 0 0 0 5 0
"comp11654_seq1" 44 46 282 28 88 69
"comp1672_seq1" 47.15 65.47 264.85 94.86 64.52 51.13
"comp44983_seq0" 0 0 0 0 0 0
"comp26752_seq0" 32 28 24 10 9 9
"comp12960_seq0" 9.59 29 21 25 26 42.88
"comp24445_seq0" 12 3 12 13 8 7
"comp21163_seq0" 1.01 5.02 24.61 8.25 1 1.01
"comp33583_seq0" 0 1 1 1 5 1
"comp17099_seq0" 59 40 31 43 26 31
"comp19996_seq0" 0 0 2 0 0 0
"comp28887_seq0" 1 3 5 18 11 27
"comp56736_seq0" 4 2 0 2 0 0
"comp21882_seq0" 5 12 17 9 4 16
"comp50459_seq0" 1 0 1 2 0 1
"comp41979_seq0" 0 0 0 0 0 0
"comp28413_seq0" 0 1 2 6 0 5
"comp10728_seq0" 91 55 74 52 56 12
"comp58788_seq0" 0 0 0 0 1 0
"comp42282_seq0" 2 0 1 0 1 0
"comp13581_seq0" 50 13 30.14 16.17 51 31.14
"comp42625_seq0" 0 0 2 10.21 2 0
"comp5219_seq0" 224 169 175 161 204 210
"comp29170_seq0" 8 7 2 2 4 5
"comp50105_seq0" 0 1 4 0 1 0
"comp13767_seq0" 1 0 4 0 0 0
"comp14463_seq0" 35 38 24 14 25 11
"comp11145_seq0" 0 0 2 6 0 8
"comp26309_seq1" 2 4 2 1 1 1
"comp42480_seq0" 1 0 0 0 1 3
"comp39835_seq0" 0 0 0 0 0 0
"comp54549_seq0" 0 0 0 1 0 0
"comp1921_seq1" 606.09 554.22 564.97 417.08 643.47 456.84
"comp20555_seq0" 8 2 1 17 21 5
"comp6815_seq0" 159.74 132.08 162.31 157 197.63 179.97
"comp24935_seq0" 8 2 2 6 17 32
"comp7460_seq0" 148 93 133 154 139 118
"comp25594_seq0" 0 1 0 0 4 0
"comp47118_seq0" 2 1 0 1 1 0
"comp33386_seq0" 1 0 3 9 2 1
"comp44271_seq0" 0 0 0 0 0 2
"comp4722_seq0" 55 56 71 61 64 221
"comp6443_seq1" 80.25 92 79.27 103.07 210.34 151.03
"comp40221_seq0" 1 0 0 0 1 2
"comp12448_seq0" 4 4 5 8 1 3
"comp48904_seq0" 0 0 0 1 0 0
"comp55243_seq0" 0 0 0 0 0 0
"comp50584_seq0" 2 0 0 0 0 3
"comp18524_seq0" 3 1 2 4 1 3
"comp22775_seq0" 14 16 38 0 0 6
"comp122_seq0" 42.04 20.45 50.23 21.71 50.62 48.26
"comp47237_seq0" 0 0 0 0 1 3
"comp871_seq1" 8.58 9.93 5.81 5.39 10.02 2.65
"comp46667_seq0" 0 0 1 1 0 0
"comp30310_seq0" 3 2 0 0 1 4
"comp47548_seq0" 0 3 1 0 0 7
"comp10159_seq0" 21 32 16 4 17 10
"comp33475_seq0" 0 0 0 2 0 1
"comp25224_seq0" 11 2 5 3 8 10
"comp17735_seq0" 26 8 33 16 38 21
"comp45868_seq0" 0 1 0 0 1 0
"comp49910_seq0" 0 0 0 0 0 1
"comp53712_seq0" 0 1 0 0 0 0
"comp21549_seq0" 0 0 0 0 15.7 0
"comp4759_seq0" 119 134 152 108 162 242
"comp45830_seq0" 1 0 3 1 1 0
"comp14419_seq0" 18 14 22 36 23 22
"comp40591_seq0" 0 0 0 0 1 0
"comp58565_seq0" 0 0 0 1 0 0
"comp32804_seq0" 14.49 2.14 25.14 5.32 10.81 1.33
"comp18872_seq0" 0 0 0 0 0 145
"comp11877_seq0" 9 5 15 14 22 2
"comp54882_seq0" 0 1 1 0 0 0
"comp3468_seq0" 163.73 218.89 266.5 249.25 309.94 433.04
"comp18294_seq0" 28 13 20 23 32 24
"comp58600_seq0" 0 0 0 0 0 2
"comp51445_seq0" 4 3 0 0 0 1
"comp54163_seq0" 1 1 4 2 0 0
"comp15000_seq0" 4 1 1 3 4 3
"comp219_seq3" 17042.41 12825.67 10473.88 13575.43 14086.38 14319.94
"comp52051_seq0" 0 4 0 0 0 3
"comp26993_seq0" 3 1 4 6 4 9
"comp21119_seq0" 12 7 9 28 13 16
"comp34616_seq0" 1 4 1 0 4 4
"comp3507_seq0" 427.95 491.74 440.49 421.82 571.08 477.52
"comp8486_seq0" 70 37 54 32 74 42
"comp52148_seq0" 0 1 0 0 0 1
"comp18052_seq0" 6 14 0 5 13 10
"comp11057_seq0" 82 51 100 87 75 84
"comp3634_seq2" 65.95 69.85 76.72 81.15 127.27 76.79
"comp25636_seq0" 3 8 16 2 6 2
"comp55652_seq0" 0 0 0 0 0 0
"comp38008_seq0" 0 0 0 0 0 0
"comp9437_seq1" 13 4 17 31 17 23
"comp52871_seq0" 0 0 0 2 0 0
"comp43265_seq0" 0 1 0 1 1 0
"comp9573_seq0" 38.7 83.52 140.47 14.53 23.56 25.42
"comp10894_seq1" 147 230 106 264 255 190
"comp27978_seq0" 2 1 4 0 4 2
"comp49206_seq0" 2 0 1 1 0 0
"comp52518_seq0" 0 0 0 0 0 5
"comp51935_seq0" 0 0 0 1 0 0
"comp7757_seq0" 245.48 208.35 120.67 121.71 72.79 75.06
"comp3247_seq1" 135 119 174 161 150 263
"comp20017_seq0" 0 2 2 10 5 14
"comp40967_seq0" 0 0 0 0 0 0
"comp31709_seq0" 3 2 0 10 10 4
"comp34528_seq0" 2 6 1 2 1 0
"comp5843_seq0" 339 196 334 401 422 469
"comp30578_seq0" 5 3 2 1 4 0
"comp43928_seq0" 0 3 0 0 1 0
"comp20334_seq0" 19 16 2.98 0 8.22 6.41
"comp52234_seq0" 1 1 1 2 0 0
"comp24208_seq2" 11 7 35 4 18 7
"comp45729_seq0" 1 0 0 0 2 0
"comp20044_seq0" 2 2 0 1 0 5
"comp42253_seq0" 0 0 0 3 1 7
"comp10813_seq0" 1 0 0 3 0 0
"comp751_seq0" 86 160 77 68 89 105
"comp51422_seq0" 0 0 0 0 0 0
"comp58427_seq0" 0 1 1 0 0 0
"comp10487_seq0" 36.8 27.07 34.63 44.31 86.13 38.83
"comp33552_seq0" 3 3 0 4 1 2
"comp19259_seq0" 4 0 6 2 5 5
"comp30811_seq0" 1 14 1 0 2 0
"comp21853_seq0" 7.37 0 0 2.17 0 2.22
"comp13635_seq0" 9 11 6 11 9 5
"comp48319_seq0" 0 0 0 0 0 8
"comp44952_seq0" 1 0 4 7 2 4
"comp26783_seq0" 3 0 6 10 2 1
"comp56418_seq0" 0 0 0 0 3 0
"comp3781_seq0" 951 696 656 841 542 688
"comp57612_seq0" 0 0 0 1 1 0
"comp51220_seq0" 0 0 0 1 3 0
"comp9410_seq0" 41 32 48 43 75 58
"comp58701_seq0" 0 0 0 0 0 0
"comp37886_seq0" 0 0 1 1 0 0
"comp13508_seq0" 2 2.09 9.59 4.16 10.77 4.16
"comp24590_seq0" 13 8 9 1 1 4
"comp21073_seq0" 16 2 6 8 0 2
"comp38774_seq0" 0 0 5 0 0 0
"comp9523_seq1" 13 12.53 18.6 10.14 5 2.9
"comp52626_seq0" 0 0 2 1 0 3
"comp24089_seq0" 1 13 3 1 3 4
"comp40106_seq0" 0 0 0 1 0 0
"comp40532_seq0" 0 4 0 1 3 0
"comp25679_seq0" 8 4 1 3 2 4
"comp32758_seq0" 0 0 0 0 0 0
"comp5894_seq0" 71 46 63 14 22 25
"comp8150_seq0" 5 5 74 15 7 201
"comp29038_seq0" 1 21 2 7 4 3
"comp29348_seq0" 1 2 7 0 0 0
"comp1659_seq0" 833 1185 592 845 1100 1135
"comp29060_seq0" 24 0 21 3 9 7
"comp22096_seq0" 4 8 0 1 11 0
"comp46735_seq0" 0 0 6 0 0 0
"comp22513_seq1" 5 3 4 5 7 6
"comp42158_seq0" 3 0 0 0 2 0
"comp29216_seq0" 1 0 0 6 2 1
"comp58816_seq0" 0 0 0 0 0 0
"comp9662_seq0" 100 37 101 104.74 66 38
"comp16269_seq0" 15 14 10 13 29 13
"comp17821_seq0" 0 0 6 0 0 126
"comp8803_seq0" 95 79 90 72 100 88
"comp30706_seq0" 3 2 3 0 0 1
"comp38225_seq0" 0 0 1 0 0 0
"comp8001_seq1" 49 136 34 23 42 16
"comp1487_seq0" 678 568 813.73 629.96 879.79 675.99
"comp34800_seq0" 2 0 4 3 0 1
"comp48174_seq0" 11 8 2 2 4 0
"comp45642_seq0" 1 0 0 1 0 0
"comp40007_seq0" 0 0 2 2 0 3
"comp5888_seq0" 145 120 213 280 279 346
"comp38682_seq0" 2 0 0 1 1 0
"comp31687_seq0" 0 1 0 0 2 0
"comp1082_seq0" 687 592 501 694 627 705
"comp36135_seq0" 5 2 1 2 6 3
"comp37436_seq0" 0 0 0 0 0 2
"comp13776_seq0" 28 33 35 27 34 19
"comp26494_seq0" 2 2 6 0 5 1
"comp37823_seq0" 0 0 0 2 2 2
"comp22197_seq0" 4 1 7 2 13 12
"comp3078_seq2" 647.39 593.45 961.56 329.77 511.15 475
"comp26870_seq0" 2 2 0 1 7 2
"comp55370_seq0" 0 0 0 0 0 1
"comp10837_seq0" 9 87 11 19 10 35
"comp26726_seq0" 2.34 3.18 8.33 4 5 0
"comp16127_seq1" 29 22 38 40 71 33.08
"comp13819_seq1" 33 32 11 45 58 50
"comp2759_seq2" 279.74 301.11 376.43 413.47 474.06 340.06
"comp35129_seq0" 2 0 0 0 6 2
"comp19738_seq1" 16 1 5 8 5 0
"comp12796_seq1" 39.79 31.97 29 87.45 57 76
"comp34388_seq0" 3 1 1 0 0 0
"comp3216_seq0" 350 249 886 422 438 464
"comp26050_seq0" 3 2 5 4 7 8
"comp41109_seq0" 0 0 1 2 4 0
"comp52683_seq0" 0 0 0 0 0 0
"comp54925_seq0" 5 0 0 0 0 0
"comp22002_seq1" 5 6 3 8 2 3
